time,fz,fz_vel
0.0,861.7166430000001,0.0012857281024191462
0.0008330000000000837,861.734052,0.0025716473370589266
0.001666999999999419,862.081601,0.0038613822884055586
0.002500000000000391,866.8833400000001,0.005203835203907588
0.0033330000000004745,866.5551640000001,0.0065426850975451095
0.00416699999999981,866.196046,0.007877592259215825
0.004999999999999893,869.299151,0.009246568198502406
0.005832999999999977,867.583099,0.010596703720218436
0.0066670000000002005,871.7141650000001,0.011992193933081065
0.007500000000000284,870.3379140000001,0.013372574380317777
0.008333000000000368,873.096577,0.014783242000004053
0.009166999999999703,874.458927,0.016208866767187753
0.009999999999999787,879.960773,0.01769489592540905
0.01083299999999987,875.8502789999999,0.019135796251065113
0.011667000000000094,877.913459,0.020599348088868364
0.012500000000000178,880.665162,0.022093110685757082
0.013333000000000261,880.3176569999998,0.023583058049011937
0.014166999999999597,882.039863,0.02509191339418256
0.01499999999999968,883.0786479999999,0.0266121734888398
0.015832999999999764,886.504915,0.02817005033461426
0.016666999999999987,890.638258,0.029773306870562625
0.01750000000000007,892.00911,0.03139161389688507
0.018333000000000155,894.423728,0.03303643084912664
0.01916699999999949,892.374797,0.03465875272801773
0.019999999999999574,893.409361,0.03629243301432506
0.020833000000000546,897.5329730000001,0.037971386154822664
0.02166699999999988,899.5950789999999,0.03967297901609489
0.022499999999999964,897.543116,0.041352043515895956
0.023333000000000048,902.015918,0.043080214603020944
0.024166999999999383,904.4300959999999,0.04483489078533514
0.025000000000000355,905.8055650000001,0.04660466814775072
0.02583300000000044,904.4417109999999,0.048359471850355724
0.026666999999999774,906.154275,0.05013307767601778
0.027499999999999858,909.935847,0.05194820112209758
0.02833299999999994,906.852067,0.05372946795841513
0.029167000000000165,908.915672,0.055533390972925804
0.03000000000000025,912.354675,0.05737507056622686
0.030833000000000332,913.7325020000001,0.059231877227950064
0.03166699999999967,910.6491530000001,0.06105483201183057
0.03249999999999975,911.67748,0.06288907672753076
0.033332999999999835,909.960227,0.06470446783996354
0.03416700000000006,912.708134,0.06655002803545734
0.03500000000000014,914.424121,0.06841442793489112
0.035833000000000226,916.496608,0.07030158152738873
0.03666699999999956,919.248683,0.07221894996313437
0.037499999999999645,917.5342019999999,0.07411749522921103
0.03833300000000062,919.2564199999999,0.07603494860895064
0.03916699999999995,916.8700590000001,0.07792620229444201
0.040000000000000036,918.9146450000001,0.07983990334982598
0.04083300000000012,924.754428,0.0818177189834636
0.041666999999999454,921.675285,0.08376172891664493
0.042500000000000426,921.3332129999999,0.08570198326472792
0.04333300000000051,923.746618,0.08766873422128596
0.044166999999999845,922.374238,0.08962041791166242
0.04499999999999993,924.43547,0.09159473172722725
0.04583300000000001,922.737613,0.09355040488688243
0.046667000000000236,925.814023,0.09553985374157377
