script_name,fxn_name,script_website,fxn_desc,fxn_details,fxn_depen,fxn_inputs,fxn_outputs
document_fxn_py.py,scrape_documentation,test.web.github,"        Description: Scrape a code script for documentation info
","        Details: Scrape code for documentation information.
        Write that data into .csv file

","    Dependencies
        pandas
        tkinter

","    Inputs
        code_script: STR Code script with documentation info
        doc_codes_csv: STR .csv file containing documentation information

","    Outputs
        output1: FILE .csv file containing updated documentation information


"
